City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Sao Domingos,BR,-13.3983,-46.3183,68.79,37,2,7.4,clear sky
467,Nauta,PE,-4.5061,-73.5757,74.53,97,72,1.92,broken clouds
468,Wad Madani,SD,14.4012,33.5199,80.37,67,100,14.81,overcast clouds
469,Mount Isa,AU,-20.7333,139.5,53.37,47,0,10.36,clear sky
470,Hutchinson,US,38.0608,-97.9298,92.52,48,0,8.05,clear sky
471,Whitehorse,CA,60.7161,-135.0538,73.09,37,75,8.05,broken clouds
472,Ancud,CL,-41.8697,-73.8203,45.23,87,100,14.94,light rain
473,Gorontalo,ID,0.5412,123.0595,76.42,93,57,0.29,broken clouds
474,Camabatela,AO,-8.1881,15.375,59.16,75,100,2.39,overcast clouds
475,Hwange,ZW,-18.3693,26.5019,58.05,59,0,1.72,clear sky
476,Saint-Joseph,RE,-21.3667,55.6167,64.78,76,38,15.75,scattered clouds
477,Wanning,CN,18.8003,110.3967,80.94,86,99,2.91,overcast clouds
478,Adrar,MR,20.5022,-10.0711,100.11,13,26,7.34,scattered clouds
479,Goderich,CA,43.7501,-81.7165,66.52,59,31,11.5,scattered clouds
480,Kabakovo,RU,54.5369,56.1517,60.22,100,40,2.24,mist
481,Ust-Koksa,RU,50.2696,85.6108,51.48,86,99,1.25,light rain
482,Kruisfontein,ZA,-34.0033,24.7314,59.88,80,11,11.88,few clouds
483,Pingliang,CN,35.5392,106.6861,75.56,65,57,2.08,broken clouds
484,Berlevag,NO,70.8578,29.0864,53.55,82,100,2.3,overcast clouds
485,Price,US,39.5994,-110.8107,94.26,12,0,8.05,clear sky
486,Sinnamary,GF,5.3833,-52.95,76.8,87,100,8.28,overcast clouds
487,Grand Gaube,MU,-20.0064,57.6608,68.4,80,51,5.01,moderate rain
488,Dubnany,CZ,48.9169,17.09,60.42,91,92,4.5,overcast clouds
489,Zemio,CF,5.0314,25.1361,67.48,97,69,0.38,broken clouds
490,Tlalchapa,MX,18.4,-100.4667,88.36,57,49,3.31,scattered clouds
491,Nortelandia,BR,-14.4547,-56.8028,80.6,38,38,4.5,scattered clouds
492,Savelugu,GH,9.6244,-0.8253,75.58,85,90,10.51,light rain
493,Dundee,GB,56.5,-2.9667,61.29,73,20,16.11,few clouds
494,Mattru,SL,7.6244,-11.8332,72.9,99,100,3.94,heavy intensity rain
495,Itigi,TZ,-5.7,34.4833,57.22,64,0,8.61,clear sky
496,Porto Novo,BJ,6.4965,2.6036,78.62,92,100,3.06,overcast clouds
497,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,83,19,7.27,few clouds
498,Kiri Buru,IN,22.0833,85.35,75.16,93,81,6.67,broken clouds
499,Bardiyah,LY,31.7561,25.0865,76.69,73,0,14.79,clear sky
500,Turukhansk,RU,65.8167,87.9833,55.92,90,63,13.85,broken clouds
501,Hanyang,CN,32.1371,105.5126,77.58,82,100,0.98,overcast clouds
502,Baijiantan,CN,45.6333,85.1833,74.03,38,32,6.06,scattered clouds
503,Sola,VU,-13.8833,167.55,80.31,80,35,18.28,scattered clouds
504,Leningradskiy,RU,69.3833,178.4167,36.45,91,100,9.84,light rain
505,Valdivia,CL,-39.8142,-73.2459,44.69,99,100,2.15,heavy intensity rain
506,Coruripe,BR,-10.1256,-36.1756,73.76,87,51,16.78,broken clouds
507,Devgarh,IN,25.5333,73.9,76.93,88,96,10.74,overcast clouds
508,Tanout,NE,14.9709,8.8879,81.57,50,89,13.02,overcast clouds
509,Yen Bai,VN,21.7,104.8667,76.87,95,98,1.12,overcast clouds
510,Noumea,NC,-22.2763,166.4572,82.38,99,21,5.68,few clouds
511,Ossora,RU,59.2353,163.0719,64.06,80,8,4.18,clear sky
512,Zistersdorf,AT,48.5333,16.75,62.98,76,98,5.32,overcast clouds
513,Tomatlan,MX,19.9333,-105.25,89.28,55,68,7.94,broken clouds
514,Timmins,CA,48.4669,-81.3331,76.82,38,40,4.61,scattered clouds
515,Nioro,GM,13.35,-15.75,80.08,77,67,9.78,light rain
516,Wladyslawowo,PL,54.7909,18.4009,58.55,72,14,16.51,moderate rain
517,Akyab,MM,20.15,92.9,79.61,88,94,10.36,overcast clouds
518,Mastic Beach,US,40.7668,-72.8521,80.98,66,0,8.05,clear sky
519,Petrolina,BR,-9.3986,-40.5008,80.65,47,75,11.5,light rain
520,Lagoa,PT,39.05,-27.9833,66.65,78,48,9.66,scattered clouds
521,Rossosh,RU,51.1209,38.5116,65.46,60,29,9.33,scattered clouds
522,Cayenne,GF,4.9333,-52.3333,81.09,1,0,3.44,clear sky
523,Pauini,BR,-7.7136,-66.9764,80.85,61,95,3.31,overcast clouds
524,Kalemie,CD,-5.9475,29.1947,67.8,71,0,3.96,clear sky
525,Jacareacanga,BR,-6.2222,-57.7528,78.51,71,91,1.01,overcast clouds
526,Manoharpur,IN,27.3,75.95,85.73,62,90,5.41,overcast clouds
527,Fort-Shevchenko,KZ,44.5086,50.263,78.39,48,33,15.41,scattered clouds
528,Verkhnevilyuysk,RU,63.4453,120.3167,58.03,98,100,2.64,light rain
529,Say,NE,13.1007,2.3689,79.36,57,80,17.29,light rain
530,Abonnema,NG,4.7084,6.7931,75.07,90,100,4.72,light rain
531,Yumen,CN,40.2833,97.2,74.17,21,62,5.48,broken clouds
532,Westport,US,41.1415,-73.3579,82.78,50,0,4.61,clear sky
533,Camana,PE,-16.6228,-72.7111,60.75,87,84,5.44,broken clouds
534,Isla Mujeres,MX,21.2311,-86.731,87.85,69,24,10.69,few clouds
535,Aklavik,CA,68.2191,-135.0107,59.0,88,100,9.22,overcast clouds
536,Kavieng,PG,-2.5744,150.7967,83.48,67,38,13.53,scattered clouds
537,Batesville,US,35.7698,-91.641,95.41,43,0,8.05,clear sky
538,Punta Alta,AR,-38.8759,-62.0736,50.58,72,14,5.48,few clouds
539,Duki,PK,30.1541,68.5728,82.08,66,6,6.8,light rain
540,Sabha,LY,27.0377,14.4283,89.31,22,4,10.69,clear sky
541,Lazaro Cardenas,MX,17.9583,-102.2,85.77,69,73,10.8,broken clouds
542,Braganca,BR,-1.0536,-46.7656,72.25,97,66,1.77,broken clouds
543,General Roca,AR,-39.0333,-67.5833,51.58,36,100,6.44,overcast clouds
544,Sivas,TR,39.7916,37.0019,59.63,62,0,10.36,clear sky
545,Boma,GH,7.0805,-2.1697,71.1,99,100,2.66,light rain
546,Yekaterinoslavka,RU,50.3734,129.1139,65.19,86,91,11.72,overcast clouds
547,Dalvik,IS,65.9702,-18.5286,60.73,81,98,2.8,overcast clouds
548,Udankudi,IN,8.4333,78.0167,80.42,69,100,8.66,overcast clouds
549,Pundaguitan,PH,6.3711,126.1689,82.17,75,68,7.0,broken clouds
550,Marawi,PH,7.9986,124.2928,71.71,90,100,5.75,overcast clouds
551,Cururupu,BR,-1.8283,-44.8683,73.65,92,62,3.24,broken clouds
552,Nanyang,CN,32.9947,112.5328,83.64,79,3,4.83,clear sky
553,Dhidhdhoo,MV,6.8833,73.1,81.3,81,98,15.75,overcast clouds
554,Nemuro,JP,43.3236,145.575,58.03,99,100,16.71,moderate rain
555,Forbes,AU,-33.3833,148.0167,45.91,79,72,7.67,broken clouds
556,Roura,GF,4.7263,-52.3274,80.96,94,0,3.44,clear sky
557,Jalu,LY,29.0331,21.5482,79.59,56,0,17.72,clear sky
558,Shar,KZ,49.5886,81.0453,61.43,71,64,5.5,broken clouds
559,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.95,58,30,1.23,scattered clouds
560,Kirakira,SB,-10.4544,161.9205,83.05,74,20,6.13,few clouds
561,Khandyga,RU,62.6667,135.6,72.36,48,88,5.14,overcast clouds
562,Sokoni,TZ,-6.4333,39.55,76.55,72,0,19.1,clear sky
563,Kununurra,AU,-15.7667,128.7333,62.58,42,22,9.22,few clouds
564,Sangar,RU,63.9242,127.4739,62.6,67,100,1.57,overcast clouds
565,Boulder,US,40.0833,-105.3505,95.34,15,0,4.61,clear sky
566,Amapa,BR,1.0,-52.0,71.47,98,93,2.15,overcast clouds
567,Akdepe,TM,42.0551,59.3788,71.69,41,5,8.59,clear sky
568,Two Rivers,US,44.1539,-87.5693,77.49,47,0,5.75,clear sky
569,Katsuura,JP,35.1333,140.3,75.43,92,100,11.83,overcast clouds
570,Labuhan,ID,-6.8844,112.2051,73.29,86,21,6.93,few clouds
571,Oyama,JP,36.3,139.8,82.58,67,100,0.63,overcast clouds
572,Port-Gentil,GA,-0.7193,8.7815,73.36,88,100,9.22,overcast clouds
573,Deputatskiy,RU,69.3,139.9,51.22,62,50,5.35,scattered clouds
574,Yulara,AU,-25.2406,130.9889,42.37,64,0,6.26,clear sky
575,Hamilton,US,39.1834,-84.5333,82.35,74,75,6.91,broken clouds
576,Asyut,EG,27.181,31.1837,84.38,28,71,11.7,broken clouds
577,Amboasary,MG,-25.0333,46.3833,59.7,80,3,4.85,clear sky
578,Novoagansk,RU,61.9449,76.6625,62.33,78,27,6.6,scattered clouds
579,Faro,PT,37.0194,-7.9322,77.18,73,0,2.3,clear sky
580,Kashi,CN,39.4547,75.9797,76.21,27,20,11.18,few clouds
581,Tonj,SS,7.2737,28.6822,69.15,92,64,3.83,broken clouds
582,Sisimiut,GL,66.9395,-53.6735,41.5,86,100,7.23,overcast clouds
583,Ode,NG,7.7899,5.7117,69.01,92,93,7.05,overcast clouds
584,Tromso,NO,69.6496,18.957,53.38,82,100,6.91,overcast clouds
585,Itaporanga,BR,-7.3044,-38.1503,74.3,64,22,9.6,few clouds
586,Pyapon,MM,16.2833,95.6833,77.09,91,100,9.84,overcast clouds
587,Karpathos,GR,35.507,27.2132,71.56,83,12,10.36,few clouds
588,Yarim,YE,14.298,44.3779,56.16,74,100,6.08,light rain
589,Santiago Del Estero,AR,-27.7951,-64.2615,77.74,45,2,11.63,clear sky
590,Westfield,US,42.1251,-72.7495,82.58,37,0,11.5,clear sky
591,Novyy Urengoy,RU,66.0833,76.6333,54.75,77,0,7.65,clear sky
592,De-Kastri,RU,51.4667,140.7833,62.49,84,99,8.32,overcast clouds
593,Oudtshoorn,ZA,-33.5907,22.2014,57.9,65,99,2.21,overcast clouds
594,Ilulissat,GL,69.2167,-51.1,50.02,71,96,3.44,overcast clouds
595,North Bend,US,43.4065,-124.2243,74.91,79,40,13.8,scattered clouds
596,Agogo,GH,6.8,-1.0819,69.1,96,100,3.27,light rain
597,Nago,JP,26.5881,127.9761,86.45,87,100,10.49,overcast clouds
598,Roald,NO,62.5833,6.1333,55.17,93,100,10.36,overcast clouds
599,Oksfjord,NO,70.2396,22.3479,53.67,86,77,0.87,broken clouds
600,Katherine,AU,-14.4667,132.2667,57.52,54,53,9.22,broken clouds
601,Bouar,CF,5.934,15.596,65.1,96,91,2.86,overcast clouds
602,Muzhi,RU,65.3667,64.6667,60.04,65,50,4.43,scattered clouds
603,Kathu,TH,7.9178,98.3332,86.76,62,100,20.0,overcast clouds
604,Singkang,MY,2.1006,102.7994,75.04,93,92,2.1,overcast clouds
605,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,63,100,13.8,overcast clouds
606,Atar,MR,20.5169,-13.0499,96.44,24,0,8.55,clear sky
607,Ciudad Bolivar,VE,8.1222,-63.5497,79.05,82,92,6.35,overcast clouds
608,Hailey,US,43.5196,-114.3153,89.89,23,0,11.5,clear sky
609,Ulladulla,AU,-35.35,150.4667,55.29,78,76,15.97,broken clouds
610,Buala,SB,-8.145,159.5921,83.48,69,37,7.09,scattered clouds
611,Pasighat,IN,28.0667,95.3333,77.43,90,56,2.33,broken clouds
612,Tirat Karmel,IL,32.7617,34.9719,75.58,83,0,5.55,clear sky
613,Viedma,AR,-40.8135,-62.9967,47.91,67,86,9.78,overcast clouds
614,Grande Prairie,CA,55.1667,-118.8027,71.78,30,40,24.16,scattered clouds
615,Malindi,KE,-3.2175,40.1191,75.42,77,3,18.23,clear sky
616,Alberton,CA,46.8168,-64.0654,64.53,61,30,13.09,scattered clouds
617,Xining,CN,36.6167,101.7667,61.39,78,88,1.95,overcast clouds
618,Camacha,PT,33.0833,-16.3333,65.62,88,40,18.41,scattered clouds
619,Boffa,GN,10.1667,-14.0333,75.51,93,100,3.74,light rain
620,Parainen,FI,60.3067,22.301,55.15,81,76,7.83,broken clouds
621,Soyo,AO,-6.1349,12.3689,69.66,91,94,6.6,overcast clouds
622,Moree,AU,-29.4667,149.85,45.97,68,0,7.87,clear sky
623,Peniche,PT,39.3558,-9.3811,70.11,85,0,9.6,clear sky
624,Solnechnyy,RU,50.7214,136.6319,70.99,88,100,6.22,light rain
625,Bourail,NC,-21.5667,165.4833,79.52,68,51,11.25,broken clouds
626,Batemans Bay,AU,-35.7167,150.1833,54.1,84,73,10.96,light rain
627,Champerico,GT,14.3,-91.9167,91.94,70,11,6.02,few clouds
628,Sur,OM,22.5667,59.5289,83.48,81,99,6.73,overcast clouds
629,Yanam,IN,16.7333,82.2167,75.9,85,100,12.35,overcast clouds
630,Nagorsk,RU,59.3172,50.8078,60.3,95,71,2.15,broken clouds
631,Plasnica,MK,41.4672,21.1231,52.54,92,77,4.68,broken clouds
632,Ryotsu,JP,38.0833,138.4333,79.05,71,23,2.44,few clouds
633,Beisfjord,NO,68.3751,17.5988,51.62,90,99,2.66,overcast clouds
634,Kinablangan,PH,7.6947,126.5503,79.3,80,65,3.24,broken clouds
635,Maues,BR,-3.3836,-57.7186,78.4,76,86,1.52,overcast clouds
636,Hachinohe,JP,40.5,141.5,65.43,97,100,7.7,overcast clouds
637,Mwinilunga,ZM,-11.7358,24.4293,52.12,61,3,1.92,clear sky
638,Linguere,SN,15.3953,-15.1193,83.44,59,25,13.85,scattered clouds
639,Juneau,US,58.3019,-134.4197,63.21,78,100,8.05,overcast clouds
640,Petit Goave,HT,18.4314,-72.8669,83.07,71,99,0.56,overcast clouds
641,Marrakesh,MA,31.6315,-8.0083,95.07,17,40,3.44,scattered clouds
642,Brigantine,US,39.4101,-74.3646,72.05,84,75,0.0,broken clouds
643,Kitob,UZ,39.0843,66.8332,72.99,28,63,7.38,broken clouds
644,Ola,RU,59.5833,151.2833,65.8,77,49,2.01,scattered clouds
645,Karratha,AU,-20.7377,116.8463,63.39,29,0,8.46,light rain
646,Denia,ES,38.8408,0.1057,80.94,48,0,3.0,clear sky
647,Puerto Tejada,CO,3.2311,-76.4167,80.55,82,94,0.94,overcast clouds
648,Kurilsk,RU,45.2333,147.8833,63.54,55,96,11.34,overcast clouds
649,Sept-Iles,CA,50.2001,-66.3821,64.92,50,75,16.11,broken clouds
650,Tabou,CI,4.423,-7.3528,75.96,78,99,10.83,overcast clouds
651,Wildeshausen,DE,52.9,8.4333,57.11,80,91,9.78,overcast clouds
652,Jieshi,CN,22.8134,115.8257,82.06,84,74,3.96,broken clouds
653,Oshakati,NA,-17.7833,15.6833,60.4,34,6,9.73,clear sky
654,Hirara,JP,24.8,125.2833,87.66,79,75,8.05,broken clouds
655,Barinitas,VE,8.7622,-70.4111,89.08,92,79,2.21,broken clouds
656,Bilma,NE,18.6853,12.9164,88.36,30,13,9.15,few clouds
657,Kismayo,SO,-0.3582,42.5454,74.53,81,9,20.13,light rain
658,Dong Hoi,VN,17.4833,106.6,79.34,87,89,4.18,overcast clouds
659,Miraflores,MX,19.2167,-98.8083,70.45,76,95,0.98,overcast clouds
660,Mizque,BO,-17.941,-65.3402,60.35,76,37,4.43,scattered clouds
661,Kirensk,RU,57.7853,108.1119,59.81,80,100,4.12,overcast clouds
662,Banda Aceh,ID,5.5577,95.3222,81.07,76,100,13.18,overcast clouds
663,Shush,IR,32.1942,48.2436,91.35,17,0,3.74,clear sky
664,San Jeronimo,PE,-11.9472,-75.2829,50.92,72,75,4.56,broken clouds
665,Manama,BH,26.2154,50.5832,96.78,37,0,3.44,clear sky
666,Ludvika,SE,60.1496,15.1878,51.33,77,68,7.16,broken clouds
667,Baruun-Urt,MN,46.6806,113.2792,65.57,51,42,2.42,scattered clouds
668,Udachnyy,RU,66.4167,112.4,65.08,49,7,8.86,clear sky
669,Sao Mateus,BR,-18.7161,-39.8589,68.11,88,0,3.91,clear sky
670,Magadan,RU,59.5667,150.8,64.47,80,55,5.12,broken clouds
671,Marsa Matruh,EG,31.3525,27.2453,79.0,83,40,11.5,scattered clouds
672,Demyansk,RU,57.643,32.466,60.82,83,91,4.43,overcast clouds
673,Genhe,CN,50.7833,121.5167,56.73,90,99,6.67,overcast clouds
674,Taltal,CL,-25.4,-70.4833,58.62,79,11,4.36,few clouds
675,Baihar,IN,22.1,80.55,73.89,94,88,3.38,overcast clouds
676,Olinda,BR,-8.0089,-34.8553,76.73,83,100,5.75,overcast clouds
677,Dunedin,NZ,-45.8742,170.5036,41.63,69,15,4.21,few clouds
678,Anastasiyevskaya,RU,45.2158,37.8926,68.49,89,46,2.8,scattered clouds
679,Tanete,ID,-3.9443,119.7848,75.02,95,98,2.53,overcast clouds
680,Gamba,GA,-2.65,10.0,68.36,93,80,6.55,broken clouds
681,Jijiga,ET,9.35,42.8,59.58,80,100,16.53,overcast clouds
682,Kuching,MY,1.55,110.3333,75.42,94,20,2.3,few clouds
683,Madimba,TZ,-10.4,40.3333,69.03,88,45,9.82,scattered clouds
684,Ouallam,NE,14.3188,2.0866,90.75,46,87,13.09,overcast clouds
685,Port Macquarie,AU,-31.4333,152.9167,57.2,58,1,10.33,clear sky
686,Yakeshi,CN,49.2833,120.7333,64.06,68,76,10.65,broken clouds
687,Obo,CF,5.3998,26.4869,65.79,98,87,0.83,light rain
688,Bathsheba,BB,13.2167,-59.5167,83.01,91,20,20.71,few clouds
689,Tchollire,CM,8.4022,14.1698,72.01,92,86,3.71,overcast clouds
690,Acarau,BR,-2.8856,-40.12,78.78,78,95,15.43,overcast clouds
691,Jacksonville,US,30.3322,-81.6556,85.03,79,75,5.75,light intensity drizzle
692,Novokuznetsk,RU,53.7557,87.1099,61.86,75,14,3.96,few clouds
693,Irbeyskoye,RU,55.6428,95.4522,61.59,80,89,0.58,overcast clouds
694,Anito,PH,12.4497,125.2886,81.66,80,92,4.5,overcast clouds
695,Puerto Ayacucho,VE,5.6639,-67.6236,75.67,92,84,3.31,broken clouds
696,San Pedro,PH,14.35,121.0167,83.35,89,75,0.0,broken clouds
697,Conceicao Do Araguaia,BR,-8.2578,-49.2647,82.72,39,35,2.3,scattered clouds
698,Viesca,MX,25.35,-102.8,97.16,19,7,17.2,clear sky
